year,ln_ly,age,id1968,pernum,wgt,stato,unid,MH6,div,mar,_merge,wtmedian
1993,.08522439,40,9162,1,NA,California,1,1951,0,1,matched (3),.24668956
1989,.63465142,40,6389,4,31.2,Arizona,1,1949,0,1,matched (3),.24668956
1988,.28319097,40,934,21,10.3,Missisippi,0,1944,0,1,matched (3),.24668956
1987,.33267546,40,1271,3,27.3,North Calorina,0,1949,0,1,matched (3),.24668956
1988,-1.3641089,40,899,1,38,Texas,1,1943,0,1,matched (3),.24668956
1991,.66257501,40,1571,175,0,California,1,1944,1,0,matched (3),.24668956
1993,-.86115754,40,6188,175,NA,Missisippi,0,1946,0,1,matched (3),.24668956
1992,-.090120077,40,60,22,43.729,North Calorina,0,1948,0,1,matched (3),.24668956
1993,.61296487,40,1919,171,NA,Massachussets,0,1952,0,1,matched (3),.24668956
1988,.67764902,40,1454,1,44.6,Texas,1,1947,0,1,matched (3),.24668956
1990,1.1333158,40,630,21,44.904,Washington staten,1,1946,0,1,matched (3),.24668956
1989,-.25311112,40,5459,1,2,Missisippi,0,1943,0,1,matched (3),.24668956
1983,,40,5450,1,4.8,North Calorina,0,1941,0,1,matched (3),.24668956
1989,.83532214,40,2674,170,0,Massachussets,0,1947,0,1,matched (3),.24668956
1989,,40,5259,170,0,Texas,1,1948,0,1,matched (3),.24668956
1990,,40,5155,3,6.548,Texas,1,1951,0,1,matched (3),.24668956
1992,.73872805,40,1630,3,41.751,Massachussets,0,1954,0,1,matched (3),.24668956
1992,.40897298,40,9162,1,0,California,1,1951,0,1,matched (3),.24668956
1991,-.34950686,40,9009,1,0,California,1,1945,0,1,matched (3),.24668956
1990,.18136525,40,1387,1,28.159,Texas,1,1944,0,1,matched (3),.24668956
1992,-.70960307,40,5464,4,5.847,Missisippi,0,1949,0,1,matched (3),.24668956
1990,1.0153635,40,8151,1,0,California,1,1949,0,1,matched (3),.24668956
1991,-1.3018698,40,7902,1,0,Idaho,1,1942,0,1,matched (3),.24668956
1988,,40,1624,21,39,Washington staten,1,1949,0,1,matched (3),.24668956
1992,.39568424,40,7046,1,0,California,1,1952,0,1,matched (3),.24668956
1984,,40,586,170,0,California,1,1941,0,1,matched (3),.24668956
1987,1.6584551,40,151,170,0,California,1,1946,0,1,matched (3),.24668956
1989,.43907738,40,5880,180,0,Arizona,1,1947,0,1,matched (3),.24668956
1987,.80665231,40,2023,170,0,Idaho,1,1944,0,1,matched (3),.24668956
1989,.46726012,40,859,3,25.4,Washington staten,1,1951,0,1,matched (3),.24668956
1990,-.58953619,40,6800,172,0,Louisiana,0,1951,0,1,matched (3),.24668956
1991,.52904367,40,6694,1,4.718,California,1,1943,0,1,matched (3),.24668956
1990,-.41235614,40,7269,1,0,California,1,1952,0,0,matched (3),.24668956
1990,-.20128512,40,6784,180,0,California,1,1950,0,1,matched (3),.24668956
1992,.11589551,40,6572,171,0,Louisiana,0,1948,0,1,matched (3),.24668956
1982,-1.0404018,40,6582,1,4.2,Louisiana,0,1942,0,0,matched (3),.24668956
1987,.4603436,40,1494,1,35.6,Texas,1,1944,0,1,matched (3),.24668956
1991,-.91787529,40,6867,5,2.766,Texas,1,1949,0,1,matched (3),.24668956
1987,1.1414182,40,620,170,0,Massachussets,0,1940,0,1,matched (3),.24668956
1988,.77425718,40,6218,2,4.8,California,1,1945,0,1,matched (3),.24668956
1993,.18923616,40,5283,3,NA,Texas,1,1951,1,0,matched (3),.24668956
1989,.28634477,40,2114,170,0,California,1,1948,0,1,matched (3),.24668956
1985,.44799733,40,2679,3,38,California,1,1951,0,1,matched (3),.24668956
1989,-.41275001,40,5882,2,40.5,Washington staten,1,1949,0,1,matched (3),.24668956
1984,.70262074,40,1749,170,0,Missisippi,0,1947,0,1,matched (3),.24668956
1988,.4303422,40,1152,172,0,California,1,1945,0,1,matched (3),.24668956
1988,-.046424866,40,1270,1,35.3,North Calorina,0,1945,0,1,matched (3),.24668956
1993,.12490273,40,2608,3,NA,California,1,1950,0,1,matched (3),.24668956
1992,-.55045581,40,5570,172,0,North Calorina,0,1947,0,1,matched (3),.24668956
1992,.22578073,40,5569,170,0,North Calorina,0,1950,0,1,matched (3),.24668956
1988,-.82746565,40,455,1,29.7,North Calorina,0,1944,0,1,matched (3),.24668956
1987,.24668956,40,5516,21,29.3,Massachussets,0,1947,0,1,matched (3),.24668956
1988,.42718911,40,5464,172,0,Louisiana,0,1940,0,2,matched (3),.24668956
1983,.36786103,40,6566,170,0,Louisiana,0,1947,0,1,matched (3),.24668956
1989,.00017762184,40,541,1,37.8,California,1,1941,0,1,matched (3),.24668956
1987,.85642242,40,6804,170,0,Washington staten,1,1944,0,1,matched (3),.24668956
1993,-.16801047,40,5613,4,NA,North Calorina,0,1949,0,1,matched (3),.24668956
1987,.39239621,40,6160,3,15,North Calorina,0,1949,0,1,matched (3),.24668956
1988,.37136912,40,18,21,41.7,California,1,1947,0,1,matched (3),.24668956
1990,,40,221,1,42.098,Texas,1,1947,0,1,matched (3),.24668956
1993,.90143156,40,2673,4,NA,Massachussets,0,1953,0,1,matched (3),.24668956
1993,-.30980921,40,7042,1,NA,California,1,1944,0,1,matched (3),.24668956
1988,-.79092395,40,2614,22,39,Washington staten,1,1947,0,1,matched (3),.24668956
1985,-.89880443,40,2210,21,42,Texas,1,1944,0,1,matched (3),.24668956
1988,,40,5295,7,5.8,North Calorina,0,1947,0,1,matched (3),.24668956
1991,.21984243,40,5526,170,0,Texas,1,1951,0,1,matched (3),.24668956
1990,.56257343,40,5868,176,0,Massachussets,0,1948,0,1,matched (3),.24668956
1991,.8139987,40,5546,171,0,Washington staten,1,1948,0,1,matched (3),.24668956
1993,.37853336,40,6187,4,NA,Missisippi,0,1949,0,1,matched (3),.24668956
1992,,40,6768,1,40.313,Louisiana,0,1947,0,2,matched (3),.24668956
1991,.78360462,40,625,3,38.097,Arizona,1,1949,0,1,matched (3),.24668956
1988,1.0262504,40,1184,3,42.1,Massachussets,0,1941,0,1,matched (3),.24668956
1989,-.1274209,40,223,2,46.8,Texas,1,1945,0,1,matched (3),.24668956
1993,-1.3729826,40,9305,1,NA,California,1,1948,0,1,matched (3),.24668956
1993,,40,9099,1,NA,California,1,1953,0,0,matched (3),.24668956
1989,,40,1274,170,0,Massachussets,0,1949,0,1,matched (3),.24668956
1987,-.2340169,40,602,170,0,Texas,1,1952,0,1,matched (3),.24668956
1989,,40,840,3,6.5,North Calorina,0,1949,0,1,matched (3),.24668956
1987,,40,1945,3,28.8,California,1,1953,0,1,matched (3),.24668956
1992,.88344097,40,9085,1,0,Arizona,1,1941,1,0,matched (3),.24668956
1993,.05679369,40,556,170,NA,Texas,1,1952,0,1,matched (3),.24668956
1990,.50170112,40,6868,170,0,Texas,1,1947,0,1,matched (3),.24668956
1989,.61350894,40,1878,170,0,North Calorina,0,1944,0,2,matched (3),.24668956
1987,,40,5813,171,0,North Calorina,0,1948,0,1,matched (3),.24668956
1993,1.2832251,40,5867,4,NA,Massachussets,0,1951,0,1,matched (3),.24668956
1985,-.35267806,40,980,1,22.9,North Calorina,0,1944,0,1,matched (3),.24668956
1992,.73378015,40,608,171,0,California,1,1949,0,1,matched (3),.24668956
1991,.63440418,40,2615,21,43.065,Washington staten,1,1944,0,1,matched (3),.24668956
1990,.23485398,40,2028,1,62.96,California,1,1945,0,1,matched (3),.24668956
1990,-.29230809,40,8253,1,0,Texas,1,1950,0,1,matched (3),.24668956
1992,-.8278631,40,8049,1,0,Texas,1,1951,0,1,matched (3),.24668956
1993,.10935473,40,312,3,NA,California,1,1951,0,1,matched (3),.24668956
1992,.63619995,40,2578,3,46.351,Massachussets,0,1950,1,0,matched (3),.24668956
1993,.32933521,40,8293,1,NA,California,1,1954,0,1,matched (3),.24668956
1993,.3847518,40,1505,171,NA,California,1,1946,0,1,matched (3),.24668956
1985,.32626057,40,1836,173,0,California,1,1952,0,1,matched (3),.24668956
1988,-.22941875,40,899,170,0,Texas,1,1944,0,1,matched (3),.24668956
1988,1.0305941,40,1632,1,33.1,California,1,1945,0,0,matched (3),.24668956
1982,.71019959,40,6193,170,0,California,1,1943,0,1,matched (3),.24668956
1989,,40,2431,170,0,Arizona,1,1941,0,1,matched (3),.24668956
1991,-.099565029,40,5923,1,3.499,Texas,1,1945,0,1,matched (3),.24668956
1980,-.077294827,40,5363,1,4.8,North Calorina,0,1940,0,1,matched (3),.24668956
1993,,40,5526,172,NA,Texas,1,1946,0,1,matched (3),.24668956
1983,.48216081,40,997,3,32.2,Washington staten,1,1942,0,1,matched (3),.24668956
1991,-.12409806,40,5453,1,2.045,Missisippi,0,1940,0,1,matched (3),.24668956
1992,,40,2191,173,0,North Calorina,0,1949,0,1,matched (3),.24668956
1987,.33907151,40,2051,1,43.6,Texas,1,1945,0,1,matched (3),.24668956
1989,,40,5486,170,0,North Calorina,0,1941,0,1,matched (3),.24668956
1981,-.92626178,40,5024,172,0,California,1,1948,0,1,matched (3),.24668956
1986,.21216488,40,5814,7,5.2,North Calorina,0,1940,0,1,matched (3),.24668956
1985,.8532896,40,1249,1,38,California,1,1945,0,1,matched (3),.24668956
1986,,40,445,171,0,Texas,1,1952,0,1,matched (3),.24668956
1991,-.29008341,40,7279,1,0,Nevada,1,1951,0,1,matched (3),.24668956
1981,-.75090897,40,6560,6,4,Louisiana,0,1946,0,1,matched (3),.24668956
1992,.20378494,40,2339,3,36.797,California,1,1953,0,1,matched (3),.24668956
1989,1.6016872,40,5097,21,34.2,California,1,1948,0,1,matched (3),.24668956
1988,,40,5486,170,0,North Calorina,0,1941,0,1,matched (3),.24668956
1990,,40,1854,170,0,Texas,1,1951,0,1,matched (3),.24668956
1991,,40,1131,1,28.159,Texas,1,1947,0,1,matched (3),.24668956
1992,-.048979044,40,9163,1,0,California,1,1947,0,1,matched (3),.24668956
1990,-.3737483,40,8647,1,0,California,1,1954,0,1,matched (3),.24668956
1993,.87785149,40,5077,173,NA,California,1,1947,0,1,matched (3),.24668956
1991,.038420677,40,6392,170,0,Texas,1,1948,0,1,matched (3),.24668956
1992,-.26461911,40,8923,1,0,Texas,1,1951,0,1,matched (3),.24668956
1993,-.42583942,40,7791,1,NA,Texas,1,1949,0,1,matched (3),.24668956
1989,-.09709692,40,5534,1,7.5,North Calorina,0,1944,0,1,matched (3),.24668956
1991,.67054319,40,6784,179,0,California,1,1953,0,1,matched (3),.24668956
1992,.46184659,40,5146,176,0,Texas,1,1950,0,1,matched (3),.24668956
1992,.66437078,40,6815,170,0,Texas,1,1951,0,1,matched (3),.24668956
1992,.83426976,40,2893,173,0,California,1,1949,0,1,matched (3),.24668956
1990,-.15911674,40,6233,171,0,Texas,1,1944,0,1,matched (3),.24668956
1988,.73998165,40,2244,22,37.2,North Calorina,0,1948,0,1,matched (3),.24668956
1985,.21634722,40,6551,21,10.5,Missisippi,0,1948,0,1,matched (3),.24668956
1992,-.30029345,40,5292,8,6.44,North Calorina,0,1953,1,0,matched (3),.24668956
1989,1.7126443,40,6711,3,37.6,Texas,1,1949,0,1,matched (3),.24668956
1991,-.14038682,40,7406,1,0,Texas,1,1940,0,2,matched (3),.24668956
1984,.64753628,40,1620,170,0,Texas,1,1945,0,1,matched (3),.24668956
1992,.65058875,40,6694,1,4.718,California,1,1943,0,1,matched (3),.24668956
1993,-.016460419,40,5458,172,NA,Missisippi,0,1953,0,1,matched (3),.24668956
1989,-.013309002,40,5833,170,0,Missisippi,0,1947,0,1,matched (3),.24668956
1983,,40,586,170,0,California,1,1941,0,1,matched (3),.24668956
1990,.82267928,40,8297,1,0,California,1,1942,0,1,matched (3),.24668956
1993,.33957982,40,6108,2,NA,Missisippi,0,1952,0,1,matched (3),.24668956
1993,.81775403,40,2893,173,NA,California,1,1949,0,1,matched (3),.24668956
1992,-.33164859,40,5613,5,6.821,North Calorina,0,1951,0,1,matched (3),.24668956
1993,,40,2734,21,NA,Washington staten,1,1945,0,2,matched (3),.24668956
1993,.12234187,40,6194,172,NA,California,1,1944,0,1,matched (3),.24668956
1988,.039844513,40,1862,2,30.1,California,1,1950,0,1,matched (3),.24668956
1990,.54315543,40,2467,1,30.12,Washington staten,1,1944,0,1,matched (3),.24668956
1988,.62697005,40,719,1,29.7,North Calorina,0,1944,0,1,matched (3),.24668956
1993,.10292387,40,5569,170,NA,North Calorina,0,1950,0,1,matched (3),.24668956
1986,-.053873539,40,5305,4,1.9,Missisippi,0,1951,0,1,matched (3),.24668956
1983,-.32125068,40,6467,1,16,North Calorina,0,1947,0,2,matched (3),.24668956
1985,.37683678,40,990,1,34.2,California,1,1942,0,1,matched (3),.24668956
1993,.51639462,40,2611,3,NA,California,1,1952,0,1,matched (3),.24668956
1988,.44962931,40,702,1,46.7,California,1,1948,0,1,matched (3),.24668956
1990,-.24757218,40,7871,1,0,California,1,1949,0,1,matched (3),.24668956
1987,.90156388,40,6218,2,4.8,California,1,1945,0,1,matched (3),.24668956
1982,,40,5489,1,4.8,North Calorina,0,1941,0,1,matched (3),.24668956
1990,,40,6843,2,6.182,California,1,1953,0,0,matched (3),.24668956
1981,-.39226794,40,5935,1,4.4,California,1,1940,0,1,matched (3),.24668956
1991,.3154695,40,6802,170,0,Louisiana,0,1944,0,1,matched (3),.24668956
1990,.94437432,40,2643,172,0,Massachussets,0,1952,0,1,matched (3),.24668956
1988,.83783555,40,2755,170,0,Louisiana,0,1945,0,1,matched (3),.24668956
1990,-.32739925,40,7279,1,0,Nevada,1,1951,0,1,matched (3),.24668956
1992,-.12986088,40,2224,3,39.356,Nevada,1,1945,0,1,matched (3),.24668956
1993,-.42583942,40,5615,173,NA,North Calorina,0,1952,0,1,matched (3),.24668956
1989,.084124565,40,18,5,42.8,California,1,1952,0,1,matched (3),.24668956
1991,.16131902,40,8882,1,0,California,1,1950,0,1,matched (3),.24668956
1993,.20468521,40,5452,172,NA,North Calorina,0,1949,0,1,matched (3),.24668956
1993,-.036698818,40,1756,171,NA,North Calorina,0,1953,0,1,matched (3),.24668956
1986,.61837792,40,1515,1,24.9,Texas,1,1943,0,1,matched (3),.24668956
1992,,40,5428,5,2.095,North Calorina,0,1954,0,0,matched (3),.24668956
1988,-.91113162,40,5861,170,0,Missisippi,0,1944,0,1,matched (3),.24668956
1988,,40,2048,1,25.5,Texas,1,1947,0,1,matched (3),.24668956
1989,,40,2869,1,36.4,Louisiana,0,1947,0,1,matched (3),.24668956
1985,,40,6571,1,4.7,Louisiana,0,1942,0,1,matched (3),.24668956
1987,1.609184,40,2509,172,0,Massachussets,0,1944,0,1,matched (3),.24668956
1992,.87232423,40,6478,2,8.587,Texas,1,1950,0,1,matched (3),.24668956
1987,.51134396,40,1184,173,0,Massachussets,0,1947,0,1,matched (3),.24668956
1991,.075376511,40,7485,1,0,California,1,1947,0,1,matched (3),.24668956
1987,.90361452,40,6020,1,9.5,Massachussets,0,1946,0,1,matched (3),.24668956
1993,.4649179,40,9246,1,NA,Texas,1,1950,0,1,matched (3),.24668956
1992,.1702435,40,9246,1,0,Texas,1,1950,0,1,matched (3),.24668956
1991,-.26843882,40,5343,5,12.24,North Calorina,0,1951,0,1,matched (3),.24668956
1985,,40,6133,172,0,California,1,1941,0,1,matched (3),.24668956
1987,.48482347,40,5290,22,6.4,North Calorina,0,1946,0,1,matched (3),.24668956
1992,,40,1823,3,41.972,North Calorina,0,1944,0,1,matched (3),.24668956
1986,1.6030829,40,327,1,34.2,Texas,1,1942,0,1,matched (3),.24668956
1989,1.004344,40,1501,1,49.3,California,1,1945,0,1,matched (3),.24668956
1988,1.1434884,40,2133,1,39.6,North Calorina,0,1945,0,1,matched (3),.24668956
1992,-.45444417,40,5880,6,19.24,Arizona,1,1950,0,1,matched (3),.24668956
1992,.00021123886,40,5034,3,4.056,California,1,1951,1,0,matched (3),.24668956
1991,-.22833347,40,8923,1,0,Texas,1,1951,0,1,matched (3),.24668956
1991,.17315769,40,7105,1,0,Arizona,1,1950,0,1,matched (3),.24668956
1993,.20698953,40,6079,171,NA,Texas,1,1951,0,1,matched (3),.24668956
1990,-.31573272,40,2067,21,59.874,Massachussets,0,1948,0,1,matched (3),.24668956
1987,.32379603,40,6586,170,0,Louisiana,0,1944,0,1,matched (3),.24668956
1993,.54760981,40,6486,171,NA,North Calorina,0,1953,0,1,matched (3),.24668956
1993,-1.6888356,40,2615,22,NA,Washington staten,1,1946,0,1,matched (3),.24668956
1983,.13949561,40,935,1,29.5,Missisippi,0,1940,0,1,matched (3),.24668956
1989,.71882606,41,1152,172,0,California,1,1945,0,1,matched (3),.18241787
1991,,41,1854,170,0,Texas,1,1951,0,1,matched (3),.18241787
1992,-.44339442,41,7406,1,0,Texas,1,1940,0,2,matched (3),.18241787
1988,.46722746,41,838,1,33,Texas,1,1944,0,1,matched (3),.18241787
1990,.080873728,41,18,5,42.81,California,1,1952,0,1,matched (3),.18241787
1993,.14787531,41,287,175,NA,California,1,1950,0,1,matched (3),.18241787
1992,-.4260447,41,9297,1,0,California,1,1949,0,1,matched (3),.18241787
1992,.75599456,41,625,3,38.097,Arizona,1,1949,0,1,matched (3),.18241787
1993,.20695138,41,5570,172,NA,North Calorina,0,1947,0,1,matched (3),.18241787
1988,-.012448311,41,6395,170,0,North Calorina,0,1945,0,1,matched (3),.18241787
1987,-.22439766,41,5305,4,1.9,Missisippi,0,1951,0,1,matched (3),.18241787
1993,-.034093857,41,9292,1,NA,California,1,1948,0,1,matched (3),.18241787
1993,-.079397678,41,5566,172,NA,North Calorina,0,1942,0,2,matched (3),.18241787
1988,,41,5813,171,0,North Calorina,0,1948,0,1,matched (3),.18241787
1992,,41,301,3,55.196,Massachussets,0,1948,0,1,matched (3),.18241787
1992,,41,5863,171,0,Missisippi,0,1946,0,1,matched (3),.18241787
1990,.02714324,41,7894,1,0,Texas,1,1952,0,1,matched (3),.18241787
1986,,41,6571,1,4.7,Louisiana,0,1942,0,1,matched (3),.18241787
1988,-.4448185,41,2180,21,38.1,California,1,1946,0,1,matched (3),.18241787
1989,.87364149,41,2755,170,0,Louisiana,0,1945,0,1,matched (3),.18241787
1993,.024855614,41,9163,1,NA,California,1,1947,0,1,matched (3),.18241787
1976,,41,5214,1,4.9,Arizona,1,1946,1,0,matched (3),.18241787
1989,,41,2048,1,28.2,Texas,1,1947,0,1,matched (3),.18241787
1983,.86487365,41,6193,170,0,California,1,1943,0,1,matched (3),.18241787
1992,-.26844025,41,8253,1,0,Texas,1,1950,0,1,matched (3),.18241787
1993,-.70712173,41,5880,178,NA,Nevada,1,1954,0,1,matched (3),.18241787
1990,.32173109,41,424,3,36.441,North Calorina,0,1946,0,1,matched (3),.18241787
1983,-.57896936,41,6582,1,4.2,Louisiana,0,1942,0,1,matched (3),.18241787
1984,-.49283457,41,935,1,31.4,Missisippi,0,1940,0,1,matched (3),.18241787
1993,.35932159,41,512,170,NA,California,1,1948,0,1,matched (3),.18241787
1990,,41,8742,1,0,Arizona,1,1947,0,1,matched (3),.18241787
1983,,41,1287,1,29.3,Nevada,1,1943,0,1,matched (3),.18241787
1993,-.76772559,41,8497,1,NA,Nevada,1,1952,0,1,matched (3),.18241787
1989,.92233348,41,1184,3,46.4,Massachussets,0,1941,0,1,matched (3),.18241787
1988,-.12957358,41,602,170,0,Texas,1,1952,0,1,matched (3),.18241787
1993,.57600927,41,5706,4,NA,Texas,1,1948,0,1,matched (3),.18241787
1985,-.36295795,41,997,3,34.2,Washington staten,1,1942,0,1,matched (3),.18241787
1993,-.88235962,41,7997,1,NA,Texas,1,1943,0,1,matched (3),.18241787
1992,-.29056215,41,9009,1,0,California,1,1945,0,1,matched (3),.18241787
1982,.75562382,41,1504,1,30.2,California,1,1941,0,1,matched (3),.18241787
1992,.20100021,41,8882,1,0,California,1,1950,0,1,matched (3),.18241787
1991,-.35525942,41,8484,1,0,California,1,1940,0,1,matched (3),.18241787
1990,,41,5259,170,0,Texas,1,1948,0,1,matched (3),.18241787
1993,-.47172177,41,1166,5,NA,North Calorina,0,1953,0,1,matched (3),.18241787
1985,.72926188,41,1620,170,0,Texas,1,1945,0,1,matched (3),.18241787
1993,.27567601,41,6815,170,NA,Texas,1,1951,0,1,matched (3),.18241787
1984,.38924742,41,6465,1,17.1,California,1,1940,0,1,matched (3),.18241787
1990,.78429246,41,176,170,0,Massachussets,0,1946,0,1,matched (3),.18241787
1984,2.0859706,41,1287,1,31,Nevada,1,1943,0,1,matched (3),.18241787
1989,.60051847,41,702,1,51.5,California,1,1948,0,1,matched (3),.18241787
1991,.095179081,41,2867,170,0,Missisippi,0,1946,0,1,matched (3),.18241787
1990,.88589239,41,5074,2,28.863,California,1,1946,0,1,matched (3),.18241787
1990,.30281949,41,223,2,46.777,Texas,1,1945,0,1,matched (3),.18241787
1989,,41,1945,3,31.8,California,1,1953,0,1,matched (3),.18241787
1989,-.80366063,41,2614,22,43.1,Washington staten,1,1947,0,1,matched (3),.18241787
1989,1.0076628,41,2244,22,41.1,North Calorina,0,1948,0,1,matched (3),.18241787
1987,.7429471,41,1515,1,24.9,Texas,1,1943,0,1,matched (3),.18241787
1982,,41,5671,170,0,California,1,1940,0,1,matched (3),.18241787
1986,.076048851,41,2210,21,42,Texas,1,1944,0,1,matched (3),.18241787
1992,.73233628,41,2224,5,39.356,California,1,1951,0,1,matched (3),.18241787
1988,.56455946,41,1657,1,29.7,North Calorina,0,1942,0,1,matched (3),.18241787
1991,-.16157508,41,7332,1,0,California,1,1949,0,1,matched (3),.18241787
1991,.34512091,41,8852,1,0,California,1,1946,0,1,matched (3),.18241787
1988,1.7393754,41,2509,172,0,Massachussets,0,1944,0,1,matched (3),.18241787
1992,-.082265139,41,9274,1,0,California,1,1947,0,1,matched (3),.18241787
1983,.43446922,41,2289,1,32.2,Arizona,1,1942,0,1,matched (3),.18241787
1990,.98373699,41,2397,21,46.351,Massachussets,0,1948,0,1,matched (3),.18241787
1989,.78632069,41,1454,1,49.3,Texas,1,1947,0,1,matched (3),.18241787
1991,-1.1662769,41,9003,1,0,California,1,1952,0,1,matched (3),.18241787
1993,-.28312302,41,1000,172,NA,Washington staten,1,1950,0,1,matched (3),.18241787
1985,,41,1749,170,0,Missisippi,0,1947,0,1,matched (3),.18241787
1990,-.038727283,41,5833,170,0,Missisippi,0,1947,0,1,matched (3),.18241787
1991,,41,221,1,42.098,Texas,1,1947,0,1,matched (3),.18241787
1991,.20509553,41,630,21,44.904,Washington staten,1,1946,0,1,matched (3),.18241787
1986,,41,988,1,32.1,California,1,1941,0,1,matched (3),.18241787
1984,,41,6566,170,0,Louisiana,0,1947,0,1,matched (3),.18241787
1993,-.45394087,41,7464,1,NA,California,1,1948,0,1,matched (3),.18241787
1986,,41,1328,4,47.5,California,1,1951,0,1,matched (3),.18241787
1992,-1.0044906,41,7997,1,0,Texas,1,1943,0,1,matched (3),.18241787
1990,.77466726,41,5841,21,5.247,California,1,1946,0,1,matched (3),.18241787
1993,-.06487155,41,5693,192,NA,Louisiana,0,1952,0,1,matched (3),.18241787
1988,.20312357,41,1184,173,0,Massachussets,0,1947,0,1,matched (3),.18241787
1989,.11937141,41,1862,2,38,California,1,1950,0,1,matched (3),.18241787
1989,.76818299,41,6467,172,0,North Calorina,0,1947,0,1,matched (3),.18241787
1992,.82549119,41,6784,179,0,California,1,1953,0,1,matched (3),.18241787
1991,-.75162506,41,7871,1,0,California,1,1949,0,1,matched (3),.18241787
1986,.53091025,41,990,1,34.2,California,1,1942,0,1,matched (3),.18241787
1993,.51358318,41,7046,1,NA,California,1,1952,0,1,matched (3),.18241787
1992,.15927577,41,7922,1,0,Texas,1,1953,0,1,matched (3),.18241787
1991,.30454969,41,6784,180,0,California,1,1950,0,1,matched (3),.18241787
1991,-.06182456,41,6233,171,0,Texas,1,1944,0,1,matched (3),.18241787
1992,.078784704,41,6392,170,0,Texas,1,1948,0,1,matched (3),.18241787
1992,1.1631904,41,301,171,0,Massachussets,0,1948,0,1,matched (3),.18241787
1989,.16390419,41,1824,1,30.1,Texas,1,1945,0,1,matched (3),.18241787
1992,-.16857386,41,9052,1,0,Texas,1,1945,0,1,matched (3),.18241787
1993,.41608024,41,6478,2,NA,Texas,1,1950,0,1,matched (3),.18241787
1990,-.56108212,41,9019,1,0,Arizona,1,1946,0,1,matched (3),.18241787
1989,.28377533,41,934,21,11.4,Missisippi,0,1944,0,1,matched (3),.18241787
1991,.89368677,41,7110,1,0,California,1,1948,0,1,matched (3),.18241787
1991,.031347275,41,5774,1,6.88,North Calorina,0,1942,0,1,matched (3),.18241787
1990,.59194565,41,5880,180,0,Arizona,1,1947,0,1,matched (3),.18241787
1988,,41,1733,21,40.7,California,1,1947,1,0,matched (3),.18241787
1991,1.1405468,41,2818,4,55.974,California,1,1950,0,1,matched (3),.18241787
1993,-.6790421,41,5880,6,NA,Arizona,1,1950,0,1,matched (3),.18241787
1993,-.15795994,41,7217,1,NA,California,1,1947,0,1,matched (3),.18241787
1981,,41,6689,1,18.7,Arizona,1,1941,0,1,matched (3),.18241787
1988,.76324487,41,6020,1,9.5,Massachussets,0,1946,0,1,matched (3),.18241787
1990,.94065237,41,7110,1,0,California,1,1948,0,1,matched (3),.18241787
1992,.86125851,41,5546,171,0,Washington staten,1,1948,0,1,matched (3),.18241787
1986,.87831306,41,1334,1,31,California,1,1944,0,1,matched (3),.18241787
1991,,41,5653,170,0,North Calorina,0,1947,0,1,matched (3),.18241787
1992,.14379692,41,5526,170,0,Texas,1,1951,0,1,matched (3),.18241787
1991,.52706146,41,6566,171,0,Louisiana,0,1951,0,1,matched (3),.18241787
1993,.47672772,41,9007,1,NA,Texas,1,1951,0,1,matched (3),.18241787
1988,.31025815,41,5516,21,29.3,Massachussets,0,1947,0,1,matched (3),.18241787
1992,-.70290554,41,6867,5,2.766,Texas,1,1949,0,1,matched (3),.18241787
1990,,41,2869,1,36.441,Louisiana,0,1947,0,1,matched (3),.18241787
1992,-.19283438,41,5343,5,12.24,North Calorina,0,1951,0,1,matched (3),.18241787
1988,,41,5480,1,25.9,California,1,1944,0,1,matched (3),.18241787
1989,-.2319057,41,455,1,32.8,North Calorina,0,1944,0,1,matched (3),.18241787
1982,.76050043,41,1363,1,39.6,Massachussets,0,1941,0,1,matched (3),.18241787
1990,.76629901,41,1501,1,49.252,California,1,1945,0,1,matched (3),.18241787
1982,-.13709831,41,5465,1,10.2,Louisiana,0,1940,0,1,matched (3),.18241787
1983,,41,5489,1,4.8,North Calorina,0,1941,0,1,matched (3),.18241787
1992,-.12193203,41,5923,1,3.499,Texas,1,1945,0,1,matched (3),.18241787
1984,-1.632576,41,6864,4,2.1,Texas,1,1949,0,1,matched (3),.18241787
1990,-.080998898,41,6161,171,0,North Calorina,0,1949,0,1,matched (3),.18241787
1991,-1.0099906,41,6800,172,0,Louisiana,0,1951,0,1,matched (3),.18241787
1991,,41,1151,170,0,Texas,1,1947,0,1,matched (3),.18241787
1986,-.16069579,41,980,1,22.9,North Calorina,0,1944,0,1,matched (3),.18241787
1992,.18219662,41,7105,1,0,Arizona,1,1950,0,1,matched (3),.18241787
1990,-.041753054,41,5534,1,7.538,North Calorina,0,1944,0,1,matched (3),.18241787
1988,1.5861757,41,151,170,0,California,1,1946,0,1,matched (3),.18241787
1986,-.056532383,41,1446,21,49.2,California,1,1947,0,1,matched (3),.18241787
1993,.44876003,41,647,3,NA,Arizona,1,1950,0,1,matched (3),.18241787
1981,-.14291954,41,5363,1,4.8,North Calorina,0,1940,0,1,matched (3),.18241787
1989,-.047562599,41,1270,1,39,North Calorina,0,1945,0,1,matched (3),.18241787
1989,-.79246485,41,5615,170,0,North Calorina,0,1943,0,1,matched (3),.18241787
1985,-1.2806743,41,5315,170,0,North Calorina,0,1952,0,1,matched (3),.18241787
1991,.11977434,41,7894,1,0,Texas,1,1952,0,1,matched (3),.18241787
